genotype,slope,SE,df,t,p,adj.r2
ZWF,1.9080545027444635,0.1365406237785026,31,13.974262383916793,6.335424887933716e-15,0.8585822931653
ZZM,2.3476943826309697,0.14258719794301525,30,16.464973128718206,1.4365485144262632e-16,0.89704257798650755
ZZF,1.8734329027716237,0.19431151818229866,24,9.641388839409979,9.981907120933864e-10,0.7862450918315304
