genotype,slope,SE,df,t,p,adj.r2
ZWf,2.2005165673618388,0.1674685618916059,31,13.139878568887003,3.2693954842421947e-14,0.8428726098640738
ZZm,2.485965158989532,0.14454140663218215,30,17.198982747660846,4.3835218630568276e-17,0.9048510634237872
ZZf,2.2249051696408686,0.19065166736561015,24,11.670001109270121,2.2212782393927115e-11,0.8439342803440102
